PType,Name,Radius(m),Mass(Kg),Volume(m^3),Density(Kg/m^3),Log Density,Log Radius,Log D/Log R,Mean,Median,Std. Dev.
WD,WDJ002750.84+455520.48,1.97E+16,1.65E+30,,,,,-1.183666962,,,
WD,WDJ004157.89+470502.38,1.10E+16,1.65E+30,,,,,-1.154881842,,,
WD,WDJ002522.33+074551.40,5.59E+15,1.65E+30,,,,,-1.120549463,,,
WD,WDJ004545.81-483052.62,4.15E+15,1.65E+30,,,,,-1.104991999,,,
WD,WDJ003338.59+564124.84,1.29E+16,1.65E+30,,,,,-1.163071709,,,
WD,WDJ002924.15-395420.18,4.59E+14,1.65E+30,,,,,-0.98131091,,,
WD,WDJ003416.78+133722.30,7.26E+15,1.66E+30,,,,,-1.133996562,,,
WD,WDJ003559.66+194023.23,5.08E+15,1.66E+30,,,,,-1.115553394,,,
WD,WDJ004043.20+610330.12,4.42E+16,1.66E+30,,,,,-1.221882792,,,
WD,WDJ004526.43-501149.93,3.15E+15,1.66E+30,,,,,-1.090337064,,,
WD,WDJ003404.95+114919.03,1.05E+16,1.66E+30,,,,,-1.15278954,,,
WD,WDJ004358.55+133735.30,1.25E+16,1.66E+30,,,,,-1.161086009,,,
WD,WDJ002735.24-483319.60,2.78E+15,1.66E+30,,,,,-1.083490128,,,
WD,WDJ003333.74+232858.87,5.74E+15,1.66E+30,,,,,-1.121835361,,,
WD,WDJ003350.11+304043.97,1.38E+15,1.66E+30,,,,,-1.044993867,,,
WD,WDJ002958.69+714156.93,1.72E+15,1.66E+30,,,,,-1.057172244,,,
WD,WDJ004258.56-052935.72,1.92E+16,1.66E+30,,,,,-1.18217702,,,
WD,WDJ003519.74+585216.21,1.45E+15,1.66E+30,,,,,-1.047710424,,,
WD,WDJ004140.91-072310.67,6.18E+15,1.66E+30,,,,,-1.125563911,,,
WD,WDJ003939.95-833245.88,1.64E+16,1.66E+30,,,,,-1.174689806,,,
WD,WDJ004636.39+202850.21,4.42E+15,1.66E+30,,,,,-1.108208619,,,
WD,WDJ004032.66+795118.03,1.12E+16,1.66E+30,,,,,-1.155837447,,,
WD,WDJ003307.67+031502.34,7.02E+15,1.66E+30,,,,,-1.132127411,,,
WD,WDJ004620.43+334130.83,7.35E+15,1.66E+30,,,,,-1.134422031,,,
WD,WDJ003715.51-615204.74,3.68E+15,1.67E+30,,,,,-1.098417716,,,
WD,WDJ003558.51+675446.40,2.43E+15,1.67E+30,,,,,-1.076151982,,,
WD,WDJ004330.55-114419.80,1.25E+16,1.67E+30,,,,,-1.160961026,,,
WD,WDJ002518.95-381050.84,3.10E+15,1.67E+30,,,,,-1.089345904,,,
WD,WDJ003607.21+155422.63,9.21E+15,1.67E+30,,,,,-1.145864896,,,
WD,WDJ002509.13+420825.02,3.43E+15,1.67E+30,,,,,-1.094717528,,,
WD,WDJ003033.24-304518.98,5.05E+15,1.67E+30,,,,,-1.115045965,,,
WD,WDJ003908.19+562002.49,1.32E+15,1.67E+30,,,,,-1.042391973,,,
WD,WDJ003604.26-482949.50,3.93E+15,1.67E+30,,,,,-1.101884206,,,
WD,WDJ003552.03-082716.80,4.32E+15,1.67E+30,,,,,-1.106871184,,,
WD,WDJ002719.03+443520.89,5.81E+15,1.67E+30,,,,,-1.122306073,,,
WD,WDJ002736.48+514241.38,3.64E+15,1.67E+30,,,,,-1.097835131,,,
WD,WDJ002751.56-293506.75,1.95E+15,1.67E+30,,,,,-1.064104853,,,
WD,WDJ004532.36-072518.97,1.08E+15,1.67E+30,,,,,-1.031209497,,,
WD,WDJ003333.82+091752.81,7.29E+15,1.67E+30,,,,,-1.13391676,,,
WD,WDJ004420.80+090213.77,3.12E+15,1.67E+30,,,,,-1.089557959,,,
WD,WDJ003400.19+581150.36,1.07E+16,1.67E+30,,,,,-1.153502458,,,
WD,WDJ002829.73-431504.16,6.60E+15,1.67E+30,,,,,-1.128786333,,,
WD,WDJ004401.98+495546.37,2.73E+16,1.67E+30,,,,,-1.198896002,,,
WD,WDJ003141.24-731526.02,8.38E+15,1.68E+30,,,,,-1.14090878,,,
WD,WDJ003229.47-503138.36,1.73E+16,1.68E+30,,,,,-1.17692114,,,
WD,WDJ003524.35+630656.27,6.50E+15,1.68E+30,,,,,-1.127967791,,,
WD,WDJ003023.20+595508.78,1.13E+15,1.68E+30,,,,,-1.033202527,,,
WD,WDJ003932.49+061856.93,1.75E+16,1.68E+30,,,,,-1.177516447,,,
WD,WDJ004135.06+205433.24,1.12E+16,1.68E+30,,,,,-1.155504618,,,
WD,WDJ003945.74-280301.62,7.25E+15,1.68E+30,,,,,-1.133512399,,,
WD,WDJ004306.30+540200.45,8.94E+15,1.68E+30,,,,,-1.144177514,,,
WD,WDJ003320.25+230634.15,1.91E+16,1.68E+30,,,,,-1.181700515,,,
WD,WDJ003916.79-163458.88,1.45E+16,1.68E+30,,,,,-1.168185684,,,
WD,WDJ003227.05-524751.69,6.79E+15,1.68E+30,,,,,-1.130154637,,,
WD,WDJ004927.41+470706.20,1.07E+16,1.68E+30,,,,,-1.153378969,,,
WD,WDJ003645.17-404612.56,6.14E+15,1.68E+30,,,,,-1.124949142,,,
WD,WDJ003341.58-305619.14,6.54E+15,1.68E+30,,,,,-1.128207184,,,
WD,WDJ004536.57-272417.63,8.51E+15,1.68E+30,,,,,-1.141650929,,,
WD,WDJ004411.21-733824.39,1.30E+16,1.68E+30,,,,,-1.162836191,,,
WD,WDJ004524.95+280709.52,2.43E+15,1.68E+30,,,,,-1.075906015,,,
WD,WDJ004749.52+021615.29,1.16E+16,1.68E+30,,,,,-1.157210661,,,
WD,WDJ003515.93+414024.53,1.44E+15,1.68E+30,,,,,-1.047165484,,,
WD,WDJ003557.44+373528.63,2.53E+15,1.68E+30,,,,,-1.078037045,,,
WD,WDJ004617.07-043306.83,5.99E+15,1.68E+30,,,,,-1.123635486,,,
WD,WDJ002601.27+414029.82,6.19E+15,1.68E+30,,,,,-1.125344804,,,
WD,WDJ003602.56+695224.51,8.56E+14,1.68E+30,,,,,-1.017426924,,,
WD,WDJ004101.72+565622.22,2.02E+15,1.68E+30,,,,,-1.065643472,,,
WD,WDJ002717.26+445125.18,3.91E+15,1.69E+30,,,,,-1.101308561,,,
WD,WDJ004249.63+393515.74,4.43E+15,1.69E+30,,,,,-1.107868887,,,
WD,WDJ004420.40-305434.86,1.29E+16,1.69E+30,,,,,-1.162558096,,,
WD,WDJ004726.60-151429.40,1.36E+16,1.69E+30,,,,,-1.165011134,,,
WD,WDJ002837.49-182143.37,1.01E+16,1.69E+30,,,,,-1.150085951,,,
WD,WDJ002719.42-833703.18,9.54E+15,1.69E+30,,,,,-1.147293198,,,
WD,WDJ004516.07+642102.66,2.57E+15,1.69E+30,,,,,-1.078744664,,,
WD,WDJ003319.99-323219.83,8.98E+15,1.69E+30,,,,,-1.144267905,,,
WD,WDJ002616.23+420710.62,3.23E+16,1.69E+30,,,,,-1.206722646,,,
WD,WDJ004815.04-340822.35,1.08E+16,1.69E+30,,,,,-1.15365355,,,
WD,WDJ003831.37-322407.71,4.30E+15,1.69E+30,,,,,-1.106284958,,,
WD,WDJ002712.39+033751.49,5.76E+15,1.69E+30,,,,,-1.121498415,,,
WD,WDJ002759.60-701540.49,1.61E+16,1.69E+30,,,,,-1.173191403,,,
WD,WDJ003109.04+185010.64,7.53E+15,1.69E+30,,,,,-1.13524415,,,
WD,WDJ002925.30+001559.78,3.48E+15,1.69E+30,,,,,-1.095032366,,,
WD,WDJ003008.63-641131.73,3.17E+14,1.69E+30,,,,,-0.9583729537,,,
WD,WDJ004604.95+654259.97,2.21E+15,1.69E+30,,,,,-1.070560733,,,
WD,WDJ003152.63+593754.69,3.55E+15,1.69E+30,,,,,-1.096158993,,,
WD,WDJ004634.21+271737.88,2.16E+16,1.69E+30,,,,,-1.187387757,,,
WD,WDJ004335.54-082329.23,1.11E+15,1.69E+30,,,,,-1.032041523,,,
WD,WDJ004011.04+095751.36,1.23E+15,1.69E+30,,,,,-1.038190458,,,
WD,WDJ002514.30+520641.41,1.22E+16,1.69E+30,,,,,-1.159662525,,,
WD,WDJ004258.19-065256.76,8.03E+15,1.69E+30,,,,,-1.138536772,,,
WD,WDJ005004.58-725612.66,1.12E+16,1.69E+30,,,,,-1.155227041,,,
WD,WDJ004637.63+023140.26,5.52E+15,1.69E+30,,,,,-1.119257376,,,
WD,WDJ003223.37+311200.70,1.22E+16,1.69E+30,,,,,-1.159434091,,,
WD,WDJ004318.40-615453.23,2.32E+15,1.69E+30,,,,,-1.073258603,,,
WD,WDJ002606.73-754456.43,2.73E+15,1.69E+30,,,,,-1.081886571,,,
WD,WDJ003305.94-270934.78,2.58E+15,1.69E+30,,,,,-1.078923917,,,
WD,WDJ004510.21-261654.15,6.35E+15,1.69E+30,,,,,-1.126463497,,,
WD,WDJ004704.98+783328.46,8.58E+14,1.69E+30,,,,,-1.017381491,,,
WD,WDJ002815.73-394730.42,2.03E+16,1.70E+30,,,,,-1.184446135,,,
WD,WDJ002920.34+282816.81,5.78E+15,1.70E+30,,,,,-1.121554847,,,
WD,WDJ002601.50-565608.96,8.63E+15,1.70E+30,,,,,-1.142091859,,,
WD,WDJ003926.16+765945.96,8.96E+15,1.70E+30,,,,,-1.143968277,,,
WD,WDJ004713.59-343118.66,9.48E+15,1.70E+30,,,,,-1.146831259,,,
WD,WDJ002814.44-231452.13,2.84E+16,1.70E+30,,,,,-1.200541028,,,
WD,WDJ003207.58-145730.69,9.18E+15,1.70E+30,,,,,-1.145165836,,,
WD,WDJ004341.76+512312.81,9.38E+15,1.70E+30,,,,,-1.146267103,,,
WD,WDJ003900.90+270342.10,3.49E+15,1.70E+30,,,,,-1.094927127,,,
WD,WDJ004347.34+114004.59,1.29E+16,1.70E+30,,,,,-1.161949395,,,
WD,WDJ004106.44+441944.28,9.66E+15,1.71E+30,,,,,-1.14765759,,,
WD,WDJ003351.79-321956.16,1.74E+15,1.71E+30,,,,,-1.057074799,,,
WD,WDJ003803.48+220648.33,8.75E+15,1.71E+30,,,,,-1.142642829,,,
WD,WDJ002804.09-271859.64,9.94E+15,1.71E+30,,,,,-1.149082853,,,
WD,WDJ004011.83-285111.44,3.13E+15,1.71E+30,,,,,-1.089094099,,,
WD,WDJ004818.81+524541.89,3.19E+16,1.71E+30,,,,,-1.205789304,,,
WD,WDJ002828.46-481427.02,6.23E+15,1.71E+30,,,,,-1.125222739,,,
WD,WDJ004154.74+605935.35,6.06E+15,1.71E+30,,,,,-1.123860644,,,
WD,WDJ003654.80+510718.88,1.83E+16,1.71E+30,,,,,-1.179127232,,,
WD,WDJ003136.98-752942.03,3.51E+15,1.71E+30,,,,,-1.095241933,,,
WD,WDJ004536.97-301611.80,1.21E+16,1.71E+30,,,,,-1.158950636,,,
WD,WDJ003951.17-462817.58,9.28E+15,1.71E+30,,,,,-1.145506644,,,
WD,WDJ003320.71-342812.48,6.35E+15,1.71E+30,,,,,-1.126205772,,,
WD,WDJ004000.95+440926.03,3.74E+15,1.71E+30,,,,,-1.098454592,,,
WD,WDJ002720.18-394057.45,4.40E+15,1.71E+30,,,,,-1.107022601,,,
WD,WDJ003518.40+063013.86,4.67E+15,1.71E+30,,,,,-1.110240168,,,
WD,WDJ003524.56+424515.02,6.94E+15,1.71E+30,,,,,-1.130735504,,,
WD,WDJ004951.72+422902.38,7.52E+15,1.71E+30,,,,,-1.134789706,,,
WD,WDJ002633.99+315032.76,1.06E+15,1.72E+30,,,,,-1.029232724,,,
WD,WDJ003904.52-132305.89,4.27E+15,1.72E+30,,,,,-1.105486846,,,
WD,WDJ002835.15-383830.28,1.01E+16,1.72E+30,,,,,-1.149475944,,,
WD,WDJ002805.74+463243.66,1.25E+16,1.72E+30,,,,,-1.160443576,,,
WD,WDJ002920.57+375217.91,4.87E+15,1.72E+30,,,,,-1.112399919,,,
WD,WDJ004649.05-455044.24,1.52E+15,1.72E+30,,,,,-1.049623973,,,
WD,WDJ002855.67+743549.33,3.60E+15,1.72E+30,,,,,-1.096438325,,,
WD,WDJ004614.00-102332.58,2.62E+16,1.72E+30,,,,,-1.196415551,,,
WD,WDJ002944.22+421122.38,3.79E+15,1.72E+30,,,,,-1.099133415,,,
WD,WDJ004131.63-671703.49,1.71E+15,1.72E+30,,,,,-1.056119849,,,
WD,WDJ002613.65+170156.80,1.29E+16,1.72E+30,,,,,-1.16187983,,,
WD,WDJ002538.61+014121.81,4.76E+15,1.72E+30,,,,,-1.111122147,,,
WD,WDJ003514.82-441211.82,1.33E+16,1.72E+30,,,,,-1.163178096,,,
WD,WDJ004944.05+025056.79,1.20E+16,1.72E+30,,,,,-1.158276757,,,
WD,WDJ004024.75-424046.84,1.01E+16,1.72E+30,,,,,-1.149620348,,,
WD,WDJ002839.45+550739.81,4.12E+15,1.72E+30,,,,,-1.10340675,,,
WD,WDJ003405.82+105705.95,6.99E+15,1.72E+30,,,,,-1.130911529,,,
WD,WDJ002934.21+564022.93,8.86E+15,1.72E+30,,,,,-1.143011773,,,
WD,WDJ003156.34+374217.86,6.12E+14,1.72E+30,,,,,-0.997200878,,,
WD,WDJ004051.84+175630.68,1.22E+16,1.72E+30,,,,,-1.15907052,,,
WD,WDJ003051.79+522714.29,4.68E+15,1.73E+30,,,,,-1.11011748,,,
WD,WDJ003255.98-040044.80,1.05E+16,1.73E+30,,,,,-1.151474077,,,
WD,WDJ003613.93+483750.46,2.79E+15,1.73E+30,,,,,-1.082687516,,,
WD,WDJ002858.45+240424.79,1.50E+16,1.73E+30,,,,,-1.169077401,,,
WD,WDJ002530.46+533556.29,3.02E+16,1.73E+30,,,,,-1.202890689,,,
WD,WDJ003241.18+045512.68,5.30E+15,1.73E+30,,,,,-1.116552192,,,
WD,WDJ003506.46+345635.97,1.41E+16,1.73E+30,,,,,-1.16595807,,,
WD,WDJ003325.12-374603.04,1.94E+16,1.73E+30,,,,,-1.181604431,,,
WD,WDJ003800.70+660225.62,2.90E+15,1.73E+30,,,,,-1.084555566,,,
WD,WDJ003652.08-563350.30,3.28E+15,1.73E+30,,,,,-1.09118034,,,
WD,WDJ003447.66+165755.25,8.59E+15,1.73E+30,,,,,-1.141321927,,,
WD,WDJ002532.25-523944.00,1.83E+15,1.73E+30,,,,,-1.059567779,,,
WD,WDJ004354.67-415117.49,6.32E+15,1.73E+30,,,,,-1.125555892,,,
WD,WDJ002552.49-092837.65,8.54E+15,1.73E+30,,,,,-1.14094437,,,
WD,WDJ003415.88-562657.44,4.69E+15,1.74E+30,,,,,-1.110118872,,,
WD,WDJ004844.76+310633.35,5.40E+15,1.74E+30,,,,,-1.117461897,,,
WD,WDJ003443.52-574458.02,6.34E+15,1.74E+30,,,,,-1.125715644,,,
WD,WDJ004837.10-512022.87,2.75E+15,1.74E+30,,,,,-1.081596885,,,
WD,WDJ003214.38+571224.55,1.44E+16,1.74E+30,,,,,-1.166957503,,,
WD,WDJ004809.33-012438.60,4.24E+14,1.74E+30,,,,,-0.9752118735,,,
WD,WDJ003725.15+644859.90,2.36E+17,1.74E+30,,,,,-1.295201231,,,
WD,WDJ003548.80+282359.58,4.18E+15,1.74E+30,,,,,-1.103983914,,,
WD,WDJ003100.49-455249.65,5.57E+15,1.74E+30,,,,,-1.118964072,,,
WD,WDJ004345.66+104706.48,2.14E+15,1.74E+30,,,,,-1.068082931,,,
WD,WDJ004610.47+601705.92,3.88E+15,1.74E+30,,,,,-1.100016822,,,
WD,WDJ004441.00-165527.88,5.57E+15,1.74E+30,,,,,-1.118989871,,,
WD,WDJ004715.41-652928.29,1.07E+16,1.74E+30,,,,,-1.151994649,,,
WD,WDJ003819.40-264327.66,1.21E+16,1.74E+30,,,,,-1.158316287,,,
WD,WDJ004346.04-144614.49,9.89E+15,1.74E+30,,,,,-1.148264689,,,
WD,WDJ002526.06+092212.37,4.38E+15,1.74E+30,,,,,-1.10633842,,,
WD,WDJ003845.32+382137.54,6.94E+15,1.74E+30,,,,,-1.130300387,,,
WD,WDJ004816.30+445104.18,2.88E+15,1.74E+30,,,,,-1.084073209,,,
WD,WDJ004811.74+482624.08,6.49E+15,1.74E+30,,,,,-1.126789122,,,
WD,WDJ003759.58+214039.05,1.25E+16,1.74E+30,,,,,-1.159724395,,,
WD,WDJ003508.37+200936.22,1.96E+16,1.75E+30,,,,,-1.181866651,,,
WD,WDJ003556.93+554021.49,1.31E+16,1.75E+30,,,,,-1.162206327,,,
WD,WDJ004821.50-373027.31,1.79E+15,1.75E+30,,,,,-1.058022626,,,
WD,WDJ002830.46+603505.50,6.21E+15,1.75E+30,,,,,-1.124470727,,,
WD,WDJ002531.36-400109.66,3.18E+15,1.75E+30,,,,,-1.089317945,,,
WD,WDJ003110.81+070645.87,6.17E+15,1.75E+30,,,,,-1.124127316,,,
WD,WDJ003639.75+613520.22,1.08E+16,1.75E+30,,,,,-1.152481043,,,
WD,WDJ004248.23-054228.51,1.28E+16,1.75E+30,,,,,-1.1609056,,,
WD,WDJ004240.14+305648.36,2.27E+15,1.75E+30,,,,,-1.070990269,,,
WD,WDJ004753.16+621544.55,8.54E+15,1.75E+30,,,,,-1.140698925,,,
WD,WDJ002540.98+600027.47,1.43E+15,1.75E+30,,,,,-1.045402201,,,
WD,WDJ003359.68-372849.66,1.04E+16,1.75E+30,,,,,-1.150477563,,,
WD,WDJ004310.95+475552.48,1.67E+15,1.75E+30,,,,,-1.05401661,,,
WD,WDJ003809.86+462719.95,1.62E+16,1.75E+30,,,,,-1.172455447,,,
WD,WDJ003610.11-503915.29,2.58E+15,1.75E+30,,,,,-1.077972102,,,
WD,WDJ004430.89+760349.92,1.93E+15,1.75E+30,,,,,-1.062092384,,,
WD,WDJ003437.58+630706.58,2.32E+15,1.75E+30,,,,,-1.072195014,,,
WD,WDJ003708.76+094340.82,2.66E+16,1.76E+30,,,,,-1.196507768,,,
WD,WDJ004916.01-190928.55,4.23E+16,1.76E+30,,,,,-1.218345511,,,
WD,WDJ003431.25-170148.92,1.42E+16,1.76E+30,,,,,-1.166005244,,,
WD,WDJ003513.58+355911.72,3.98E+15,1.76E+30,,,,,-1.101141953,,,
WD,WDJ002934.38-104504.80,6.55E+15,1.76E+30,,,,,-1.127030459,,,
WD,WDJ003848.77+004428.76,3.65E+15,1.76E+30,,,,,-1.096421175,,,
WD,WDJ004612.72-422257.00,7.77E+14,1.76E+30,,,,,-1.010578203,,,
WD,WDJ003320.77+374546.22,8.67E+14,1.76E+30,,,,,-1.01694874,,,
WD,WDJ003231.98+464743.32,3.05E+16,1.76E+30,,,,,-1.202886634,,,
WD,WDJ003407.11+314953.12,6.73E+15,1.76E+30,,,,,-1.128400176,,,
WD,WDJ002645.70-023013.65,1.58E+15,1.76E+30,,,,,-1.050719381,,,
WD,WDJ005014.18-374045.18,6.48E+15,1.76E+30,,,,,-1.126460708,,,
WD,WDJ004144.30+415237.51,9.87E+15,1.76E+30,,,,,-1.147828326,,,
WD,WDJ003358.40-604719.84,7.19E+15,1.76E+30,,,,,-1.131733518,,,
WD,WDJ003725.58-190535.33,6.57E+15,1.76E+30,,,,,-1.127117487,,,
WD,WDJ004047.62+283918.83,1.10E+16,1.76E+30,,,,,-1.153126186,,,
WD,WDJ004150.03+440247.84,5.77E+15,1.76E+30,,,,,-1.12039068,,,
WD,WDJ004710.08+562511.02,7.87E+15,1.76E+30,,,,,-1.136376855,,,
WD,WDJ004405.69+195930.44,3.85E+15,1.76E+30,,,,,-1.099274619,,,
WD,WDJ003127.79-201418.78,2.37E+16,1.77E+30,,,,,-1.190815317,,,
WD,WDJ002936.17-130301.05,1.89E+15,1.77E+30,,,,,-1.0606822,,,
WD,WDJ004248.00-330409.59,5.84E+15,1.77E+30,,,,,-1.120984504,,,
WD,WDJ003735.72+194724.18,1.01E+16,1.77E+30,,,,,-1.149054759,,,
WD,WDJ003529.86-022634.12,7.60E+15,1.77E+30,,,,,-1.134515363,,,
WD,WDJ004410.44+490526.47,3.52E+15,1.77E+30,,,,,-1.09431547,,,
WD,WDJ002837.05-002929.02,1.86E+15,1.77E+30,,,,,-1.059788635,,,
WD,WDJ002623.34+150305.02,6.02E+15,1.77E+30,,,,,-1.122564401,,,
WD,WDJ004042.22-485242.69,2.61E+15,1.77E+30,,,,,-1.078216151,,,
WD,WDJ002922.94+762145.40,2.62E+15,1.77E+30,,,,,-1.078462877,,,
WD,WDJ003417.19+412205.35,8.33E+15,1.77E+30,,,,,-1.139121432,,,
WD,WDJ003226.47+263703.89,1.44E+16,1.77E+30,,,,,-1.166488508,,,
WD,WDJ003653.94+531400.24,3.68E+15,1.77E+30,,,,,-1.096757066,,,
WD,WDJ002914.63-332708.11,7.93E+14,1.77E+30,,,,,-1.011515419,,,
WD,WDJ003140.72+234234.09,2.27E+15,1.77E+30,,,,,-1.070640618,,,
WD,WDJ002611.58+191550.53,1.85E+16,1.77E+30,,,,,-1.178723852,,,
WD,WDJ004414.52-151340.41,8.10E+15,1.78E+30,,,,,-1.137672245,,,
WD,WDJ004457.81-255711.13,5.83E+15,1.78E+30,,,,,-1.120721062,,,
WD,WDJ004046.73+222349.99,1.61E+16,1.78E+30,,,,,-1.171882041,,,
WD,WDJ003748.61+021752.00,1.01E+16,1.78E+30,,,,,-1.148776438,,,
WD,WDJ002816.18+203815.90,9.60E+14,1.78E+30,,,,,-1.022486754,,,
WD,WDJ002932.23+351435.20,2.91E+15,1.78E+30,,,,,-1.083978821,,,
WD,WDJ003413.57-245013.28,3.72E+15,1.78E+30,,,,,-1.097143126,,,
WD,WDJ004742.22+322340.36,8.17E+15,1.78E+30,,,,,-1.138010221,,,
WD,WDJ003001.31-015503.39,1.67E+16,1.78E+30,,,,,-1.173671749,,,
WD,WDJ004908.75-501059.52,5.53E+15,1.78E+30,,,,,-1.117934784,,,
WD,WDJ004549.12-634951.59,4.79E+15,1.78E+30,,,,,-1.110413266,,,
WD,WDJ004112.46+830919.25,5.11E+15,1.79E+30,,,,,-1.113714251,,,
WD,WDJ004213.53+253008.16,1.07E+16,1.79E+30,,,,,-1.151384878,,,
WD,WDJ002836.70+435725.66,5.50E+15,1.79E+30,,,,,-1.117564712,,,
WD,WDJ004426.53-503128.18,7.55E+15,1.79E+30,,,,,-1.133878528,,,
WD,WDJ003906.37+250601.28,1.65E+16,1.79E+30,,,,,-1.173018348,,,
WD,WDJ004943.01+470119.74,1.40E+15,1.79E+30,,,,,-1.043875201,,,
WD,WDJ003753.88+641405.54,6.70E+15,1.79E+30,,,,,-1.127733424,,,
WD,WDJ004315.55-294523.48,9.57E+15,1.79E+30,,,,,-1.145905288,,,
WD,WDJ002921.99+693905.94,4.72E+15,1.79E+30,,,,,-1.109598449,,,
WD,WDJ004748.34+323707.19,8.89E+15,1.79E+30,,,,,-1.142177845,,,
WD,WDJ005020.78-724053.03,1.44E+16,1.79E+30,,,,,-1.166089183,,,
WD,WDJ003420.42+774500.36,3.93E+15,1.79E+30,,,,,-1.09997961,,,
WD,WDJ004256.07-324946.92,9.54E+15,1.79E+30,,,,,-1.14575127,,,
WD,WDJ002813.63-660401.32,1.53E+16,1.79E+30,,,,,-1.169203947,,,
WD,WDJ003716.39-691913.75,4.41E+15,1.79E+30,,,,,-1.105937468,,,
WD,WDJ003439.38+122655.20,1.26E+16,1.79E+30,,,,,-1.15954424,,,
WD,WDJ003545.61+343212.02,1.50E+15,1.79E+30,,,,,-1.047381967,,,
WD,WDJ003200.45-305057.58,4.38E+15,1.79E+30,,,,,-1.105601731,,,
WD,WDJ003217.50-254413.39,8.47E+15,1.79E+30,,,,,-1.139636225,,,
WD,WDJ004358.94+143305.61,8.13E+15,1.79E+30,,,,,-1.137543428,,,
WD,WDJ002814.19-012140.22,2.70E+16,1.79E+30,,,,,-1.196578496,,,
WD,WDJ002533.16-134028.49,1.43E+15,1.79E+30,,,,,-1.044595811,,,
WD,WDJ004742.39+555349.56,4.16E+15,1.79E+30,,,,,-1.102870243,,,
WD,WDJ004732.10-125554.52,6.20E+15,1.79E+30,,,,,-1.123653377,,,
WD,WDJ004540.28+584339.51,4.30E+15,1.80E+30,,,,,-1.104585953,,,
WD,WDJ002849.26+645659.65,1.72E+15,1.80E+30,,,,,-1.055091429,,,
WD,WDJ003131.99+083018.07,7.14E+15,1.80E+30,,,,,-1.1308803,,,
WD,WDJ003155.63-355549.55,7.77E+15,1.80E+30,,,,,-1.135225291,,,
WD,WDJ003732.17+204144.64,9.84E+15,1.80E+30,,,,,-1.147177978,,,
WD,WDJ002821.76-353038.44,2.93E+16,1.80E+30,,,,,-1.20053671,,,
WD,WDJ003029.40+734124.67,9.00E+15,1.80E+30,,,,,-1.142631838,,,
WD,WDJ004057.34-600901.26,1.36E+16,1.80E+30,,,,,-1.163315787,,,
WD,WDJ003257.73-321600.89,3.79E+15,1.80E+30,,,,,-1.097847504,,,
WD,WDJ003857.67-072429.80,3.35E+16,1.80E+30,,,,,-1.206660097,,,
WD,WDJ005013.22-040416.56,4.16E+15,1.80E+30,,,,,-1.10271457,,,
WD,WDJ004538.67-265447.40,6.19E+15,1.80E+30,,,,,-1.123424361,,,
WD,WDJ004443.76+553812.48,1.56E+15,1.81E+30,,,,,-1.049511068,,,
WD,WDJ003316.35+360716.65,2.04E+16,1.81E+30,,,,,-1.182880679,,,
WD,WDJ004515.37+261832.99,3.73E+15,1.81E+30,,,,,-1.096899772,,,
WD,WDJ004906.10+015706.36,7.30E+15,1.81E+30,,,,,-1.131822922,,,
WD,WDJ004240.06+332650.92,7.42E+15,1.81E+30,,,,,-1.132666129,,,
WD,WDJ004534.25+092154.83,8.11E+15,1.81E+30,,,,,-1.137179104,,,
WD,WDJ002708.84+442150.64,9.09E+14,1.81E+30,,,,,-1.018802833,,,
WD,WDJ004502.39+142828.91,1.12E+16,1.81E+30,,,,,-1.153410597,,,
WD,WDJ003712.32-335005.34,3.93E+15,1.81E+30,,,,,-1.099566189,,,
WD,WDJ004520.04-142209.51,1.69E+16,1.81E+30,,,,,-1.173834879,,,
WD,WDJ004351.29-280535.47,6.54E+15,1.81E+30,,,,,-1.126174463,,,
WD,WDJ004239.58+030602.11,1.51E+16,1.81E+30,,,,,-1.168285911,,,
WD,WDJ003115.14+004621.30,1.38E+16,1.81E+30,,,,,-1.163704819,,,
WD,WDJ003326.41-610251.57,6.00E+15,1.81E+30,,,,,-1.121688393,,,
WD,WDJ004154.36+122917.10,3.67E+15,1.81E+30,,,,,-1.095982354,,,
WD,WDJ004328.67+331216.44,1.01E+16,1.81E+30,,,,,-1.148272906,,,
WD,WDJ004433.81-072345.49,6.46E+15,1.81E+30,,,,,-1.125497088,,,
WD,WDJ004359.88-695517.54,4.73E+15,1.81E+30,,,,,-1.109277837,,,
WD,WDJ004624.26+312618.17,1.31E+16,1.82E+30,,,,,-1.161324019,,,
WD,WDJ003553.39-312110.74,4.34E+15,1.82E+30,,,,,-1.104727071,,,
WD,WDJ003139.96+480037.83,8.41E+15,1.82E+30,,,,,-1.138915698,,,
WD,WDJ003215.53-680419.57,8.27E+15,1.82E+30,,,,,-1.138045877,,,
WD,WDJ004805.82+100209.67,1.28E+16,1.82E+30,,,,,-1.159984277,,,
WD,WDJ003056.53+331005.64,4.74E+14,1.82E+30,,,,,-0.9804960022,,,
WD,WDJ004346.72+113245.99,2.04E+15,1.82E+30,,,,,-1.064010108,,,
WD,WDJ004653.08+472505.29,2.47E+15,1.82E+30,,,,,-1.074572618,,,
WD,WDJ002554.32+563435.11,6.52E+15,1.82E+30,,,,,-1.125841041,,,
WD,WDJ004439.07+454110.61,1.87E+16,1.82E+30,,,,,-1.17848165,,,
WD,WDJ002728.94-443418.50,5.53E+15,1.82E+30,,,,,-1.117303272,,,
WD,WDJ004137.24-441155.73,2.73E+15,1.82E+30,,,,,-1.080017469,,,
