PType,Name,Radius(m),Mass(Kg),Volume(m^3),Density(Kg/m^3),Log Density,Log Radius,Log D/Log R,Mean,Median,Std. Dev.
WD,WDJ003849.08+772639.75,8.39E+15,1.82E+30,,,,,-1.138734965,,,
WD,WDJ002953.08-181336.71,7.81E+14,1.83E+30,,,,,-1.009742168,,,
WD,WDJ003740.89-744856.09,7.11E+15,1.83E+30,,,,,-1.130237055,,,
WD,WDJ002548.95+592303.73,3.00E+14,1.83E+30,,,,,-0.9526154829,,,
WD,WDJ004858.30+345651.12,7.46E+14,1.83E+30,,,,,-1.007065284,,,
WD,WDJ003542.95-023802.81,1.43E+16,1.83E+30,,,,,-1.165362825,,,
WD,WDJ003223.63+082329.70,5.05E+15,1.83E+30,,,,,-1.112409898,,,
WD,WDJ002508.24+254225.82,2.36E+15,1.83E+30,,,,,-1.071970314,,,
WD,WDJ004106.83-473720.63,5.00E+15,1.83E+30,,,,,-1.111889841,,,
WD,WDJ002753.88+082846.36,1.65E+16,1.83E+30,,,,,-1.172219538,,,
WD,WDJ002934.95+162156.42,4.12E+15,1.84E+30,,,,,-1.101764047,,,
WD,WDJ003439.04+270310.83,2.93E+15,1.84E+30,,,,,-1.08346483,,,
WD,WDJ003113.29-182537.72,8.71E+15,1.84E+30,,,,,-1.140413788,,,
WD,WDJ003819.10+461418.61,1.24E+16,1.84E+30,,,,,-1.158213675,,,
WD,WDJ003714.34+283154.82,5.53E+15,1.84E+30,,,,,-1.117043198,,,
WD,WDJ004411.81+405043.09,7.13E+15,1.84E+30,,,,,-1.13014655,,,
WD,WDJ003447.92+641233.62,3.62E+15,1.84E+30,,,,,-1.094829283,,,
WD,WDJ004606.97-224948.32,2.90E+15,1.84E+30,,,,,-1.082925973,,,
WD,WDJ004847.48-204715.14,1.06E+16,1.84E+30,,,,,-1.15035775,,,
WD,WDJ004322.70+475355.49,3.10E+15,1.84E+30,,,,,-1.086447351,,,
WD,WDJ004944.56-732239.53,7.29E+15,1.84E+30,,,,,-1.131264199,,,
WD,WDJ003446.10+252958.36,2.15E+16,1.84E+30,,,,,-1.184888223,,,
WD,WDJ002853.31+633139.95,2.03E+15,1.84E+30,,,,,-1.063386148,,,
WD,WDJ003256.81-234456.01,1.09E+16,1.84E+30,,,,,-1.151538996,,,
WD,WDJ003828.93+713809.72,5.57E+15,1.85E+30,,,,,-1.117349891,,,
WD,WDJ004410.43-073453.17,1.94E+16,1.85E+30,,,,,-1.17993345,,,
WD,WDJ003746.66-763951.10,1.07E+16,1.85E+30,,,,,-1.150715397,,,
WD,WDJ002718.57-431319.94,2.26E+16,1.85E+30,,,,,-1.187405935,,,
WD,WDJ003803.54-350516.09,5.05E+15,1.85E+30,,,,,-1.112239473,,,
WD,WDJ003758.26-321239.16,5.07E+15,1.85E+30,,,,,-1.112373158,,,
WD,WDJ004553.12+370036.38,5.29E+15,1.85E+30,,,,,-1.11457988,,,
WD,WDJ003818.27-253120.42,1.99E+16,1.85E+30,,,,,-1.181269289,,,
WD,WDJ004332.63+110159.61,4.35E+14,1.85E+30,,,,,-0.9748025132,,,
WD,WDJ002522.52+324817.94,9.72E+15,1.85E+30,,,,,-1.145777592,,,
WD,WDJ003329.25+032534.88,5.33E+15,1.85E+30,,,,,-1.115022901,,,
WD,WDJ004317.52+242402.59,8.75E+15,1.85E+30,,,,,-1.14042085,,,
WD,WDJ004206.43+100610.32,1.09E+15,1.85E+30,,,,,-1.028350534,,,
WD,WDJ003404.54-304641.70,2.95E+15,1.85E+30,,,,,-1.08370688,,,
WD,WDJ003402.86-094127.49,3.40E+15,1.85E+30,,,,,-1.091322171,,,
WD,WDJ004342.01+395436.38,1.14E+16,1.85E+30,,,,,-1.15383323,,,
WD,WDJ004420.17-412001.44,6.79E+15,1.85E+30,,,,,-1.127435343,,,
WD,WDJ002850.16-013650.65,6.68E+15,1.85E+30,,,,,-1.126564927,,,
WD,WDJ004322.42-815318.57,8.25E+15,1.86E+30,,,,,-1.137353748,,,
WD,WDJ002514.04-522033.35,5.90E+15,1.86E+30,,,,,-1.120154339,,,
WD,WDJ004424.22+043102.09,1.04E+16,1.86E+30,,,,,-1.148933821,,,
WD,WDJ004648.18-074755.58,1.13E+16,1.86E+30,,,,,-1.153096141,,,
WD,WDJ003804.78-314229.68,3.37E+15,1.86E+30,,,,,-1.090644999,,,
WD,WDJ003552.64+445025.68,1.02E+16,1.86E+30,,,,,-1.148169495,,,
WD,WDJ004317.93-152145.98,9.18E+15,1.86E+30,,,,,-1.14272723,,,
WD,WDJ003905.78-645331.86,1.84E+16,1.86E+30,,,,,-1.177208604,,,
WD,WDJ002521.93+813918.84,1.39E+16,1.86E+30,,,,,-1.163352346,,,
WD,WDJ003053.21+115509.41,4.26E+15,1.86E+30,,,,,-1.103029448,,,
WD,WDJ002709.06+082812.61,1.14E+16,1.87E+30,,,,,-1.153587713,,,
WD,WDJ004145.09+015615.97,2.60E+15,1.87E+30,,,,,-1.076605692,,,
WD,WDJ004229.32+415024.16,5.29E+15,1.87E+30,,,,,-1.114288326,,,
WD,WDJ003622.31-595527.55,2.05E+13,1.87E+30,,,,,-0.7727347014,,,
WD,WDJ003903.05+494743.12,2.27E+15,1.87E+30,,,,,-1.069225456,,,
WD,WDJ002934.53+564023.57,1.50E+16,1.87E+30,,,,,-1.166895571,,,
WD,WDJ004055.09+720534.37,2.83E+15,1.87E+30,,,,,-1.081070575,,,
WD,WDJ003016.48-244411.94,1.68E+16,1.87E+30,,,,,-1.172517791,,,
WD,WDJ002512.63+304853.06,1.00E+16,1.87E+30,,,,,-1.146921268,,,
WD,WDJ002505.84-352521.05,6.35E+14,1.87E+30,,,,,-0.9969572567,,,
WD,WDJ003327.45+503258.53,6.77E+15,1.87E+30,,,,,-1.127037232,,,
WD,WDJ003713.30-160746.78,1.76E+16,1.87E+30,,,,,-1.174889408,,,
WD,WDJ003342.00-040143.46,6.99E+15,1.88E+30,,,,,-1.128637478,,,
WD,WDJ003547.78+521018.65,1.56E+16,1.88E+30,,,,,-1.168997526,,,
WD,WDJ003044.32-260826.29,4.32E+15,1.88E+30,,,,,-1.103547124,,,
WD,WDJ004845.68+430942.27,2.28E+15,1.88E+30,,,,,-1.069298611,,,
WD,WDJ002557.27-330734.33,7.05E+15,1.88E+30,,,,,-1.129013145,,,
WD,WDJ002505.15-531739.81,2.66E+15,1.88E+30,,,,,-1.077626274,,,
WD,WDJ002814.04+231305.12,1.09E+16,1.88E+30,,,,,-1.151273732,,,
WD,WDJ002716.86+125309.92,2.22E+15,1.88E+30,,,,,-1.067926983,,,
WD,WDJ004617.31-562203.02,4.64E+15,1.88E+30,,,,,-1.107265527,,,
WD,WDJ003153.98-561040.19,4.94E+15,1.88E+30,,,,,-1.110580887,,,
WD,WDJ002821.56+313623.59,2.43E+16,1.88E+30,,,,,-1.190266747,,,
WD,WDJ002607.41+142746.25,3.13E+15,1.88E+30,,,,,-1.086409609,,,
WD,WDJ004553.15+453341.76,6.01E+15,1.88E+30,,,,,-1.120777836,,,
WD,WDJ003240.98+662551.88,2.31E+15,1.88E+30,,,,,-1.069791186,,,
WD,WDJ003744.07-400654.79,6.83E+15,1.89E+30,,,,,-1.127244345,,,
WD,WDJ004718.62-103717.51,1.07E+16,1.89E+30,,,,,-1.1501834,,,
WD,WDJ002659.33+585036.79,8.99E+15,1.89E+30,,,,,-1.141239695,,,
WD,WDJ003839.51+494039.71,5.98E+15,1.89E+30,,,,,-1.120331908,,,
WD,WDJ002731.42-875129.15,1.28E+16,1.89E+30,,,,,-1.159092381,,,
WD,WDJ003349.14+685157.99,3.28E+15,1.89E+30,,,,,-1.088707356,,,
WD,WDJ003519.43+354927.58,1.11E+16,1.89E+30,,,,,-1.151961219,,,
WD,WDJ002509.43-104048.23,1.10E+16,1.89E+30,,,,,-1.151095124,,,
WD,WDJ003744.05-234453.32,2.14E+16,1.90E+30,,,,,-1.184008145,,,
WD,WDJ004824.09+194759.48,6.37E+15,1.90E+30,,,,,-1.123500152,,,
WD,WDJ004833.08+435201.38,8.19E+15,1.90E+30,,,,,-1.13641654,,,
WD,WDJ004130.24-352616.54,5.86E+15,1.90E+30,,,,,-1.119147032,,,
WD,WDJ003919.20-162000.34,1.32E+16,1.90E+30,,,,,-1.160469409,,,
WD,WDJ004227.32-480015.82,1.05E+15,1.90E+30,,,,,-1.02565287,,,
WD,WDJ005023.62+334548.51,5.67E+15,1.90E+30,,,,,-1.117455871,,,
WD,WDJ004902.68+474643.20,6.83E+15,1.90E+30,,,,,-1.126973883,,,
WD,WDJ004133.38+562203.34,8.76E+15,1.91E+30,,,,,-1.139649199,,,
WD,WDJ004612.24+112149.16,7.66E+15,1.91E+30,,,,,-1.132844454,,,
WD,WDJ003600.47-150540.19,2.80E+15,1.91E+30,,,,,-1.079889191,,,
WD,WDJ002837.54-815426.89,1.35E+15,1.91E+30,,,,,-1.039601467,,,
WD,WDJ002640.74-552444.12,2.74E+13,1.91E+30,,,,,-0.7927823786,,,
WD,WDJ004159.09-194323.43,5.50E+15,1.91E+30,,,,,-1.115716767,,,
WD,WDJ002625.37+010216.19,8.99E+15,1.92E+30,,,,,-1.140866225,,,
WD,WDJ003843.54-274921.07,8.15E+15,1.92E+30,,,,,-1.135862661,,,
WD,WDJ002923.79+440549.80,3.57E+15,1.92E+30,,,,,-1.092854408,,,
WD,WDJ002607.77+670300.62,4.90E+15,1.92E+30,,,,,-1.109600305,,,
WD,WDJ003559.02+201736.88,3.47E+16,1.92E+30,,,,,-1.206814657,,,
WD,WDJ004022.99+055111.64,1.45E+16,1.92E+30,,,,,-1.164606502,,,
WD,WDJ002755.94-073643.15,1.13E+16,1.92E+30,,,,,-1.152141288,,,
WD,WDJ002622.69+210641.61,7.49E+15,1.92E+30,,,,,-1.131492721,,,
WD,WDJ003427.13+685731.08,4.10E+15,1.92E+30,,,,,-1.100165481,,,
WD,WDJ003514.36-105154.31,8.11E+15,1.92E+30,,,,,-1.135543361,,,
WD,WDJ002749.00-601613.16,2.38E+16,1.92E+30,,,,,-1.188710815,,,
WD,WDJ004711.25-093113.79,1.53E+16,1.92E+30,,,,,-1.167413295,,,
WD,WDJ004022.68+615533.46,3.79E+15,1.92E+30,,,,,-1.096075784,,,
WD,WDJ003422.84+403321.78,5.12E+15,1.92E+30,,,,,-1.111853942,,,
WD,WDJ002743.81+082414.62,3.61E+15,1.92E+30,,,,,-1.093479016,,,
WD,WDJ003356.13+614731.33,1.31E+15,1.92E+30,,,,,-1.037800937,,,
WD,WDJ002951.73-182326.18,1.06E+15,1.92E+30,,,,,-1.025598407,,,
WD,WDJ003434.35+170420.18,1.07E+16,1.92E+30,,,,,-1.149569703,,,
WD,WDJ003857.73+582151.63,5.44E+15,1.92E+30,,,,,-1.115012554,,,
WD,WDJ004019.85-174528.16,6.76E+15,1.93E+30,,,,,-1.126217393,,,
WD,WDJ003739.61+475036.85,5.34E+15,1.93E+30,,,,,-1.113973416,,,
WD,WDJ004859.68+401547.93,4.18E+15,1.93E+30,,,,,-1.101106149,,,
WD,WDJ004707.55+052711.14,4.26E+15,1.93E+30,,,,,-1.102027847,,,
WD,WDJ003907.45-524216.30,6.63E+15,1.93E+30,,,,,-1.12510978,,,
WD,WDJ002954.50+615751.76,3.97E+15,1.93E+30,,,,,-1.098247984,,,
WD,WDJ004758.84+030957.40,2.08E+15,1.93E+30,,,,,-1.063435667,,,
WD,WDJ004208.30-405007.01,4.16E+15,1.93E+30,,,,,-1.100702922,,,
WD,WDJ003826.34-613731.18,3.58E+15,1.94E+30,,,,,-1.092766152,,,
WD,WDJ003643.48+075151.22,1.69E+16,1.94E+30,,,,,-1.172045358,,,
WD,WDJ002606.29+173811.18,1.51E+16,1.94E+30,,,,,-1.166390921,,,
WD,WDJ003041.94+713237.35,6.90E+15,1.94E+30,,,,,-1.126976564,,,
WD,WDJ003056.85-050947.88,1.49E+16,1.94E+30,,,,,-1.165726112,,,
WD,WDJ002522.82-284034.05,3.63E+15,1.94E+30,,,,,-1.093458458,,,
WD,WDJ003612.41+695157.94,2.91E+15,1.95E+30,,,,,-1.081441214,,,
WD,WDJ003907.83+570816.58,1.69E+16,1.95E+30,,,,,-1.171862608,,,
WD,WDJ003239.60-251231.44,1.40E+16,1.95E+30,,,,,-1.162498252,,,
WD,WDJ004426.78-733433.92,8.01E+15,1.95E+30,,,,,-1.134488114,,,
WD,WDJ003932.91+033955.15,2.19E+16,1.95E+30,,,,,-1.184385672,,,
WD,WDJ003913.54+790937.81,6.35E+15,1.95E+30,,,,,-1.12252521,,,
WD,WDJ004126.21+505323.83,8.52E+15,1.95E+30,,,,,-1.137626196,,,
WD,WDJ004306.48-182531.64,1.23E+16,1.95E+30,,,,,-1.156146338,,,
WD,WDJ003234.09-214557.11,7.47E+15,1.95E+30,,,,,-1.130879516,,,
WD,WDJ003850.31-415935.56,8.58E+15,1.95E+30,,,,,-1.137930701,,,
WD,WDJ002934.64-181931.40,3.69E+15,1.95E+30,,,,,-1.094142918,,,
WD,WDJ003151.62+541723.87,8.18E+15,1.96E+30,,,,,-1.135457403,,,
WD,WDJ004927.64+254412.56,7.37E+15,1.96E+30,,,,,-1.130105839,,,
WD,WDJ004419.28-382817.67,1.50E+16,1.96E+30,,,,,-1.165916296,,,
WD,WDJ004423.76-244433.67,6.29E+15,1.96E+30,,,,,-1.121981557,,,
WD,WDJ004148.91+531421.61,6.79E+15,1.96E+30,,,,,-1.125879413,,,
WD,WDJ003535.84+015308.62,6.58E+13,1.96E+30,,,,,-0.8527698707,,,
WD,WDJ002602.37+274433.61,2.03E+16,1.96E+30,,,,,-1.180395583,,,
WD,WDJ004506.43+504121.47,4.21E+15,1.97E+30,,,,,-1.100946971,,,
WD,WDJ003446.92+583833.29,8.48E+15,1.97E+30,,,,,-1.137190821,,,
WD,WDJ003354.79+462812.93,5.23E+15,1.97E+30,,,,,-1.112302986,,,
WD,WDJ004934.47+165606.00,1.52E+16,1.97E+30,,,,,-1.166433695,,,
WD,WDJ004441.33+390606.28,9.23E+15,1.97E+30,,,,,-1.141476281,,,
WD,WDJ004024.21-453022.58,2.81E+15,1.97E+30,,,,,-1.079382192,,,
WD,WDJ004427.56+542954.27,1.10E+16,1.97E+30,,,,,-1.150157294,,,
WD,WDJ003816.49+620042.22,3.87E+15,1.97E+30,,,,,-1.096397416,,,
WD,WDJ004625.34-081811.33,8.26E+15,1.97E+30,,,,,-1.13579388,,,
WD,WDJ003026.54+475145.55,1.47E+16,1.97E+30,,,,,-1.164649292,,,
WD,WDJ003846.83+301603.99,1.02E+16,1.97E+30,,,,,-1.146583856,,,
WD,WDJ003029.21+600755.42,2.75E+15,1.97E+30,,,,,-1.078045434,,,
WD,WDJ003312.46-324030.99,3.66E+15,1.97E+30,,,,,-1.093414929,,,
WD,WDJ005019.87+005925.94,9.40E+15,1.97E+30,,,,,-1.142337994,,,
WD,WDJ005008.89+354650.13,7.34E+15,1.97E+30,,,,,-1.129769008,,,
WD,WDJ002506.47+084749.95,7.16E+15,1.97E+30,,,,,-1.12848823,,,
WD,WDJ003502.61-543948.13,1.07E+16,1.97E+30,,,,,-1.148700498,,,
WD,WDJ003602.84-615949.36,5.82E+15,1.97E+30,,,,,-1.117765192,,,
WD,WDJ003015.53-612109.44,1.22E+16,1.98E+30,,,,,-1.155427394,,,
WD,WDJ003334.31-774337.22,1.67E+15,1.98E+30,,,,,-1.05060406,,,
WD,WDJ004732.66-104703.10,1.24E+16,1.98E+30,,,,,-1.155940596,,,
WD,WDJ003958.22-454434.54,2.07E+16,1.98E+30,,,,,-1.181255254,,,
WD,WDJ004104.28-471832.13,8.60E+15,1.98E+30,,,,,-1.137684513,,,
WD,WDJ004837.47+442459.25,8.62E+15,1.98E+30,,,,,-1.137824991,,,
WD,WDJ004941.81+682328.57,3.83E+15,1.99E+30,,,,,-1.095657451,,,
WD,WDJ004609.44-551514.07,1.31E+16,1.99E+30,,,,,-1.158794516,,,
WD,WDJ002539.60+601036.70,3.97E+15,1.99E+30,,,,,-1.097550837,,,
WD,WDJ003047.19+414714.68,4.81E+15,1.99E+30,,,,,-1.107678069,,,
WD,WDJ002513.85-114555.09,1.67E+16,1.99E+30,,,,,-1.170727045,,,
WD,WDJ002817.14+625214.66,4.07E+15,1.99E+30,,,,,-1.098784487,,,
WD,WDJ004048.14+132614.44,2.81E+16,1.99E+30,,,,,-1.19570363,,,
WD,WDJ003326.15+344838.70,5.05E+15,1.99E+30,,,,,-1.110137243,,,
WD,WDJ004642.51+320442.37,9.05E+15,1.99E+30,,,,,-1.140136387,,,
WD,WDJ004942.79+145252.41,1.12E+16,1.99E+30,,,,,-1.150973621,,,
WD,WDJ004822.27-032251.06,1.35E+16,1.99E+30,,,,,-1.160018848,,,
WD,WDJ003633.08-150551.33,1.38E+16,2.00E+30,,,,,-1.161062484,,,
WD,WDJ002630.38+202518.81,1.05E+16,2.00E+30,,,,,-1.147764641,,,
WD,WDJ004328.86+772840.42,2.01E+16,2.00E+30,,,,,-1.179589792,,,
WD,WDJ004734.78-102136.52,9.56E+15,2.00E+30,,,,,-1.142813946,,,
WD,WDJ003312.81+804923.10,3.70E+15,2.00E+30,,,,,-1.093659464,,,
WD,WDJ004235.48-432252.87,1.18E+16,2.00E+30,,,,,-1.153515058,,,
WD,WDJ003425.42+122340.07,1.49E+16,2.00E+30,,,,,-1.164798508,,,
WD,WDJ003526.20+235840.49,4.95E+15,2.01E+30,,,,,-1.108923293,,,
WD,WDJ004758.39+701942.55,4.50E+15,2.01E+30,,,,,-1.103799002,,,
WD,WDJ002556.29+650204.89,6.94E+15,2.01E+30,,,,,-1.126364772,,,
WD,WDJ004814.40+542558.21,3.76E+15,2.01E+30,,,,,-1.094250708,,,
WD,WDJ003912.22+581125.32,3.97E+15,2.01E+30,,,,,-1.09720201,,,
WD,WDJ003737.08+743635.37,1.47E+16,2.01E+30,,,,,-1.164053739,,,
WD,WDJ004329.14-803309.76,8.03E+15,2.01E+30,,,,,-1.133762402,,,
WD,WDJ003800.76+561618.16,9.57E+15,2.01E+30,,,,,-1.142642514,,,
WD,WDJ004620.71-033642.40,1.44E+15,2.02E+30,,,,,-1.041975243,,,
WD,WDJ003427.20+734524.06,8.24E+15,2.02E+30,,,,,-1.13505207,,,
WD,WDJ004812.04+591955.40,7.84E+15,2.02E+30,,,,,-1.132464106,,,
WD,WDJ003148.64-540818.03,7.00E+15,2.02E+30,,,,,-1.126675853,,,
WD,WDJ002837.55+520923.23,9.09E+15,2.02E+30,,,,,-1.139969148,,,
WD,WDJ003826.14+460333.77,6.89E+15,2.02E+30,,,,,-1.125883389,,,
WD,WDJ003505.25-245342.15,4.46E+15,2.02E+30,,,,,-1.103196455,,,
WD,WDJ003747.71-504651.58,8.68E+15,2.02E+30,,,,,-1.137666004,,,
WD,WDJ004512.17-595901.55,1.65E+16,2.02E+30,,,,,-1.169793361,,,
WD,WDJ004002.24-495655.33,6.17E+15,2.02E+30,,,,,-1.120132251,,,
WD,WDJ003520.04+491406.30,6.93E+15,2.02E+30,,,,,-1.126110284,,,
WD,WDJ003204.89-365532.47,7.25E+15,2.02E+30,,,,,-1.128454643,,,
WD,WDJ003147.58+000037.29,2.40E+16,2.02E+30,,,,,-1.187896343,,,
WD,WDJ003448.03+481912.18,6.11E+15,2.02E+30,,,,,-1.119629295,,,
WD,WDJ002617.27+001543.38,3.30E+15,2.02E+30,,,,,-1.087164039,,,
WD,WDJ004851.33+504241.63,6.70E+14,2.02E+30,,,,,-0.9978094282,,,
WD,WDJ004307.85+382433.03,7.03E+15,2.03E+30,,,,,-1.126794332,,,
WD,WDJ002606.39+525236.88,1.45E+16,2.03E+30,,,,,-1.163282606,,,
WD,WDJ004626.35+531529.96,1.94E+16,2.03E+30,,,,,-1.177446844,,,
WD,WDJ003712.44-223137.66,1.15E+16,2.03E+30,,,,,-1.151554786,,,
WD,WDJ002642.69+253147.43,5.75E+15,2.04E+30,,,,,-1.116323768,,,
WD,WDJ003856.01+772621.85,1.57E+16,2.04E+30,,,,,-1.166967152,,,
WD,WDJ002514.00-301807.67,3.85E+15,2.04E+30,,,,,-1.095109147,,,
WD,WDJ002939.20+363429.81,8.30E+15,2.04E+30,,,,,-1.135082974,,,
WD,WDJ003750.45+190136.04,1.43E+15,2.04E+30,,,,,-1.041062635,,,
WD,WDJ003043.99-293806.81,1.41E+16,2.05E+30,,,,,-1.161514361,,,
WD,WDJ004557.47-521745.60,5.02E+15,2.05E+30,,,,,-1.109053924,,,
WD,WDJ003054.10+333016.38,7.58E+15,2.05E+30,,,,,-1.130359603,,,
WD,WDJ002626.97+534935.26,8.85E+15,2.05E+30,,,,,-1.138204991,,,
WD,WDJ004511.56+221045.23,1.53E+16,2.05E+30,,,,,-1.165463647,,,
WD,WDJ003836.17-435515.23,4.03E+15,2.05E+30,,,,,-1.09748342,,,
WD,WDJ004343.67+503245.25,1.10E+16,2.06E+30,,,,,-1.148880043,,,
WD,WDJ003728.84-332730.81,1.05E+16,2.06E+30,,,,,-1.146704957,,,
WD,WDJ003103.52+072258.09,4.65E+15,2.06E+30,,,,,-1.104863385,,,
WD,WDJ004402.55-625758.19,5.98E+15,2.06E+30,,,,,-1.118021842,,,
WD,WDJ002612.37+171508.78,7.23E+15,2.06E+30,,,,,-1.127751276,,,
WD,WDJ002731.84+572758.07,1.21E+16,2.06E+30,,,,,-1.15358414,,,
WD,WDJ003721.10-432331.16,4.09E+15,2.06E+30,,,,,-1.0980912,,,
WD,WDJ004618.52+081545.63,1.42E+16,2.06E+30,,,,,-1.161704698,,,
WD,WDJ003109.24-621417.08,3.10E+15,2.07E+30,,,,,-1.083250717,,,
WD,WDJ004514.80+393326.38,4.34E+15,2.07E+30,,,,,-1.101146295,,,
WD,WDJ004345.98-100025.02,7.56E+13,2.07E+30,,,,,-0.8604291578,,,
WD,WDJ004702.10-114006.53,1.11E+16,2.07E+30,,,,,-1.149423791,,,
WD,WDJ002702.88+311338.33,9.83E+15,2.07E+30,,,,,-1.143240461,,,
WD,WDJ003142.08-700303.96,9.04E+15,2.07E+30,,,,,-1.138973909,,,
WD,WDJ004709.27+513320.75,4.28E+15,2.08E+30,,,,,-1.100284526,,,
WD,WDJ004209.16+012017.54,2.54E+16,2.08E+30,,,,,-1.189834835,,,
WD,WDJ002706.17+293336.71,8.38E+15,2.08E+30,,,,,-1.135063535,,,
WD,WDJ004657.33+561618.97,3.39E+15,2.08E+30,,,,,-1.087775616,,,
WD,WDJ004617.34-282548.48,2.03E+16,2.08E+30,,,,,-1.17890118,,,
WD,WDJ003953.52+042401.68,1.19E+16,2.08E+30,,,,,-1.152683861,,,
WD,WDJ004140.61+172341.66,1.83E+16,2.08E+30,,,,,-1.173997934,,,
WD,WDJ005018.53-400443.91,1.37E+15,2.09E+30,,,,,-1.038143864,,,
WD,WDJ003019.23-772702.79,1.09E+16,2.09E+30,,,,,-1.148374791,,,
WD,WDJ004921.32+641447.14,1.89E+16,2.09E+30,,,,,-1.175433844,,,
WD,WDJ004705.83-004819.59,2.63E+15,2.09E+30,,,,,-1.074094181,,,
WD,WDJ003022.41+403929.14,4.60E+15,2.09E+30,,,,,-1.103904675,,,
WD,WDJ004049.38-185801.42,1.18E+16,2.09E+30,,,,,-1.152093444,,,
WD,WDJ003011.05-504153.50,1.05E+16,2.10E+30,,,,,-1.146062957,,,
WD,WDJ004857.89-243047.74,2.42E+15,2.10E+30,,,,,-1.069334037,,,
WD,WDJ004743.45-402446.54,4.41E+15,2.10E+30,,,,,-1.101556775,,,
WD,WDJ004334.72+542551.72,9.02E+15,2.11E+30,,,,,-1.138472699,,,
WD,WDJ004201.42+575334.19,1.61E+16,2.11E+30,,,,,-1.167377795,,,
WD,WDJ004105.70-672329.70,5.40E+15,2.11E+30,,,,,-1.111992118,,,
WD,WDJ002730.07-193953.75,1.06E+16,2.11E+30,,,,,-1.146316165,,,
WD,WDJ004222.17-351035.27,8.61E+15,2.11E+30,,,,,-1.136000777,,,
WD,WDJ003844.35-521622.04,1.13E+15,2.11E+30,,,,,-1.026525638,,,
WD,WDJ002754.68+423903.91,7.99E+15,2.12E+30,,,,,-1.132122537,,,
WD,WDJ002536.33-342030.42,2.30E+15,2.12E+30,,,,,-1.066355254,,,
WD,WDJ003910.48-360224.97,4.21E+15,2.12E+30,,,,,-1.098773043,,,
WD,WDJ003218.58+464158.88,1.52E+16,2.12E+30,,,,,-1.164178989,,,
WD,WDJ003547.46+525639.32,8.20E+15,2.12E+30,,,,,-1.133383632,,,
WD,WDJ003803.61+164504.92,1.30E+16,2.12E+30,,,,,-1.156403654,,,
WD,WDJ002529.59+243646.88,7.54E+15,2.13E+30,,,,,-1.129065447,,,
WD,WDJ004150.97+542529.00,2.09E+15,2.13E+30,,,,,-1.060924617,,,
WD,WDJ003553.13+380512.77,8.14E+15,2.14E+30,,,,,-1.132838611,,,
WD,WDJ004623.43+650334.86,2.75E+15,2.14E+30,,,,,-1.075870202,,,
WD,WDJ004051.65+273919.92,1.06E+16,2.15E+30,,,,,-1.145833254,,,
WD,WDJ003050.10-202408.25,8.39E+15,2.15E+30,,,,,-1.134220855,,,
WD,WDJ002711.22+584605.64,5.84E+15,2.15E+30,,,,,-1.115540276,,,
WD,WDJ004136.39+574740.50,1.23E+15,2.15E+30,,,,,-1.031122157,,,
WD,WDJ003419.03-520533.84,1.64E+16,2.15E+30,,,,,-1.167647834,,,
WD,WDJ003758.07+685233.01,2.04E+15,2.16E+30,,,,,-1.059192093,,,
WD,WDJ004942.71-064944.91,6.01E+15,2.16E+30,,,,,-1.11693289,,,
WD,WDJ004515.42-104748.93,6.05E+15,2.16E+30,,,,,-1.117266658,,,
WD,WDJ002519.24+263636.49,7.00E+15,2.16E+30,,,,,-1.124829817,,,
WD,WDJ003351.04+423549.39,1.17E+15,2.16E+30,,,,,-1.028300606,,,
WD,WDJ002603.20-201044.15,5.08E+15,2.16E+30,,,,,-1.108192051,,,
WD,WDJ003214.16-690034.28,1.67E+16,2.17E+30,,,,,-1.168390592,,,
WD,WDJ004528.87+004616.48,3.97E+15,2.17E+30,,,,,-1.095176211,,,
WD,WDJ004644.27-331856.89,1.44E+15,2.17E+30,,,,,-1.039835004,,,
WD,WDJ004211.57-731437.26,3.25E+15,2.18E+30,,,,,-1.084293071,,,
WD,WDJ004019.67+375656.98,1.22E+16,2.18E+30,,,,,-1.152538212,,,
WD,WDJ004604.01-103120.13,4.48E+15,2.18E+30,,,,,-1.101316847,,,
WD,WDJ002519.85+642638.46,8.48E+15,2.19E+30,,,,,-1.134286906,,,
WD,WDJ003024.69-481348.55,5.64E+14,2.19E+30,,,,,-0.9853495387,,,
WD,WDJ005013.04+650404.15,7.48E+15,2.19E+30,,,,,-1.12784351,,,
WD,WDJ003006.89+210319.27,1.53E+16,2.20E+30,,,,,-1.163606301,,,
WD,WDJ004346.35+221011.92,9.90E+15,2.20E+30,,,,,-1.142013941,,,
WD,WDJ003038.18+485404.56,1.04E+16,2.20E+30,,,,,-1.144271451,,,
WD,WDJ004527.50-233629.29,1.64E+14,2.20E+30,,,,,-0.9090893028,,,
WD,WDJ002759.01-834900.50,3.31E+15,2.20E+30,,,,,-1.084916102,,,
WD,WDJ004008.14+152658.24,2.24E+16,2.20E+30,,,,,-1.182227914,,,
WD,WDJ004511.93+250330.88,2.53E+15,2.21E+30,,,,,-1.070323168,,,
WD,WDJ003435.05-021843.51,8.10E+15,2.21E+30,,,,,-1.131702492,,,
WD,WDJ003034.44+563317.65,8.69E+15,2.21E+30,,,,,-1.135275008,,,
WD,WDJ003802.54+323042.85,5.41E+15,2.22E+30,,,,,-1.110786347,,,
WD,WDJ003249.38+280330.93,1.57E+16,2.22E+30,,,,,-1.164626268,,,
